name,year,genres,rating
Catherine: Full Body,(2019 Video Game),"Action, Adventure, Comedy",8.2
Reservoir Dogs,(2006 Video Game),"Action, Crime, Drama",7.7
Dragon Age II,(2011 Video Game),"Action, Adventure, Fantasy",7.5
Star Wars: Knights of the Old Republic II - The Sith Lords,(2004 Video Game),"Action, Adventure, Drama",8.9
X-Men Origins: Wolverine,(2009 Video Game),"Action, Adventure, Fantasy",7.9
Deathloop,(2021 Video Game),"Action, Adventure, Sci-Fi",7.6
Gun,(2005 Video Game),"Action, Adventure, Drama",8.3
Mortal Kombat,(1992 Video Game),"Action, Fantasy",8.0
Devil May Cry,(2001 Video Game),"Action, Adventure, Fantasy",8.1
Off the Grid,(2023 Video Game),"Action, Sci-Fi",
Grand Theft Auto: Liberty City Stories,(2005 Video Game),"Action, Crime, Drama",7.9
The Last of Us: Left Behind,(2014 Video Game),"Action, Adventure, Drama",8.9
Super Mario Galaxy,(2007 Video Game),"Action, Adventure, Family",9.1
Red Dead Redemption: Undead Nightmare,(2010 Video Game),"Action, Drama, Fantasy",8.4
Dark Souls II,(2014 Video Game),"Action, Adventure, Fantasy",8.0
Doom,(1993 Video Game),"Action, Fantasy, Horror",8.6
The Order: 1886,(2015 Video Game),"Action, Fantasy, Horror",7.3
Halo: Combat Evolved,(2001 Video Game),"Action, Adventure, Sci-Fi",8.8
Scarface: Money. Power. Respect.,(2006 Video Game),Action,8.9
Far Cry 3: Blood Dragon,(2013 Video Game),"Action, Adventure, Fantasy",8.2
Halo 5: Guardians,(2015 Video Game),"Action, Adventure, Sci-Fi",7.1
Mia and the Dragon Princess,(2023 Video Game),"Action, Crime, Fantasy",7.4
Faiâ emuburemu musou: Fuuka setsugetsu,(2022 Video Game),"Action, Adventure, Fantasy",7.9
Cars,(2006 Video Game),"Action, Sport",7.1
Avatar: Frontiers of Pandora,(2023 Video Game),"Action, Adventure, Fantasy",
Harry Potter and the Deathly Hallows: Part II,(2011 Video Game),"Action, Adventure, Drama",6.9
League of Legends,(2009 Video Game),"Action, Adventure, Fantasy",7.2
Heavenly Sword,(2007 Video Game),"Action, Adventure, Fantasy",7.7
Kena: Bridge of Spirits,(2021 Video Game),"Action, Adventure, Fantasy",8.0
ARK: Survival Evolved,(2015 Video Game),"Action, Adventure, Fantasy",6.9
Borderlands,(2009 Video Game),"Action, Adventure, Comedy",8.0
Call of Duty: Black Ops 4,(2018 Video Game),"Action, Drama, Horror",5.5
Grand Theft Auto IV: The Lost and Damned,(2009 Video Game),"Action, Crime, Drama",8.2
Wing Commander IV: The Price of Freedom,(1995 Video Game),"Action, Adventure, Sci-Fi",8.8
Pillars of Eternity II: Deadfire,(2018 Video Game),"Action, Adventure, Fantasy",8.0
Forza Horizon 5,(2021 Video Game),"Action, Adventure, Crime",8.6
Zenobureido 2,(2017 Video Game),"Action, Adventure, Drama",8.5
Fable II,(2008 Video Game),"Action, Adventure, Fantasy",8.2
Saints Row 2,(2008 Video Game),"Action, Crime, Drama",8.0
Battlefield V,(2018 Video Game),"Action, Adventure, War",6.2
Battlefield 4,(2013 Video Game),"Action, Adventure, War",7.7
Marvel Ultimate Alliance 3: The Black Order,(2019 Video Game),"Action, Adventure, Fantasy",7.8
Lego Star Wars: The Force Awakens,(2016 Video Game),"Action, Adventure, Comedy",7.8
Battlefield: Hardline,(2015 Video Game),"Action, Crime",6.6
Teenage Mutant Ninja Turtles: Shredder's Revenge,(2022 Video Game),"Action, Adventure, Fantasy",8.1
Mortal Kombat 11: Ultimate,(2020 Video Game),"Action, Adventure, Fantasy",8.4
Deus Ex,(2000 Video Game),"Action, Adventure, Drama",9.2
Need for Speed,(2015 Video Game),"Action, Adventure, Sport",6.6
Call of Duty 2,(2005 Video Game),"Action, War",8.5
Halo 4,(2012 Video Game),"Action, Adventure, Sci-Fi",8.1
Left 4 Dead,(2008 Video Game),"Action, Horror",8.3
Ghostbusters,(2009 Video Game),"Action, Adventure, Comedy",8.4
Biohazard,(2002 Video Game),"Action, Horror, Mystery",9.0
Redfall,(2023 Video Game),"Action, Adventure, Fantasy",3.7
God of War: Ghost of Sparta,(2010 Video Game),"Action, Adventure, Fantasy",8.4
Final Fantasy XIV,(2010 Video Game),"Action, Adventure, Fantasy",6.1
Devil May Cry 3,(2005 Video Game),"Action, Adventure, Fantasy",8.5
Dante's Inferno,(2010 Video Game),"Action, Adventure, Fantasy",7.7
Metal Gear Solid: Peace Walker,(2010 Video Game),"Action, Adventure, Drama",8.4
Deus Ex: Human Revolution,(2011 Video Game),"Action, Adventure, Drama",8.6
Terminator 3: Rise of the Machines,(I) (2003 Video Game),"Action, Adventure, Sci-Fi",6.3
Fortnite: Chapter 4,(2022 Video Game),"Action, Adventure, Fantasy",7.2
Six Days in Fallujah,(2021 Video Game),"Action, War",
Zeruda no densetsu Towairaito purinsesu,(2006 Video Game),"Action, Adventure, Fantasy",9.0
Sonikku adobenchâ 2,(2001 Video Game),"Action, Adventure, Fantasy",8.1
God of War: Ascension,(2013 Video Game),"Action, Adventure, Fantasy",7.8
Command & Conquer: Red Alert 3 - Uprising,(2009 Video Game),"Action, Sci-Fi, War",7.7
Def Jam Vendetta,(2003 Video Game),"Action, Crime, Thriller",7.1
Transformers: Fall of Cybertron,(2012 Video Game),"Action, Adventure, Sci-Fi",8.3
Indiana Jones and the Emperor's Tomb,(2003 Video Game),"Action, Adventure, Fantasy",8.2
Dead Space 2,(2011 Video Game),"Action, Horror, Sci-Fi",8.8
Grand Theft Auto 2,(1999 Video Game),"Action, Crime",7.5
Halo 3: ODST,(2009 Video Game),"Action, Adventure, Mystery",7.6
Prototype,(2009 Video Game),"Action, Adventure, Horror",7.4
Judge Eyes: Shinigami no yuigon,(2018 Video Game),"Action, Crime, Drama",8.2
Lego Batman: The Videogame,(2008 Video Game),"Action, Adventure, Fantasy",7.8
Trek to Yomi,(2022 Video Game),"Action, Adventure, Fantasy",6.8
Grand Theft Auto Online,(2013 Video Game),"Action, Crime, Drama",6.9
Tomb Raider,(1996 Video Game),"Action, Adventure, Fantasy",8.0
DmC: Devil May Cry,(2013 Video Game),"Action, Adventure, Fantasy",7.7
RoboCop: Rogue City,(2023 Video Game),"Action, Sci-Fi",
Sonic the Hedgehog,(2006 Video Game),"Action, Adventure, Family",3.4
Vampyr,(2018 Video Game),"Action, Adventure, Crime",7.1
Star Citizen,(Video Game),"Action, Sci-Fi",
TheHunter: Call of the Wild,(2017 Video Game),"Action, Adventure, Sport",6.7
Disney Infinity 3.0,(2015 Video Game),Action,7.5
Super Mario World,(1990 Video Game),"Animation, Action, Adventure",9.2
Ghostbusters: Spirits Unleashed,(2022 Video Game),"Action, Fantasy",7.8
A Hat in Time,(2017 Video Game),"Action, Adventure, Family",8.1
World of Warcraft: Battle for Azeroth,(2018 Video Game),"Action, Adventure, Drama",7.2
True Crime: Streets of LA,(2003 Video Game),"Action, Crime, Thriller",6.9
Star Wars: Battlefront II,(2005 Video Game),"Action, Adventure, Sci-Fi",8.8
Saints Row,(2006 Video Game),"Action, Crime, Drama",7.5
Marvel: Ultimate Alliance,(2006 Video Game),"Action, Adventure, Fantasy",8.2
Twisted Metal,(1995 Video Game),"Action, Crime, Fantasy",7.7
Gears of War 3,(2011 Video Game),"Action, Sci-Fi, War",8.5
Returnal,(2021 Video Game),"Action, Adventure, Horror",8.0
Bayonetta,(2009 Video Game),"Action, Adventure, Fantasy",7.9
The Punisher,(2004 Video Game),"Action, Adventure, Crime",8.4
Teiruzu obu Araizu,(2021 Video Game),"Action, Adventure, Fantasy",8.2
Fainaru fantajî VIII,(1999 Video Game),"Action, Adventure, Drama",8.8
Alice: Madness Returns,(2011 Video Game),"Action, Adventure, Fantasy",8.1
Grand Theft Auto: Vice City Stories,(2006 Video Game),"Action, Crime, Drama",8.4
FarCry,(2004 Video Game),"Action, Adventure, Sci-Fi",7.9
Hatred,(2015 Video Game),"Action, Horror",4.8
Stranger of Paradise: Final Fantasy Origin,(2022 Video Game),"Action, Adventure, Fantasy",7.0
Crash Bandicoot 4: It's About Time,(2020 Video Game),"Animation, Action, Adventure",7.8
Ryse: Son of Rome,(2013 Video Game),"Action, Adventure, History",7.2
Call of Duty 2: Big Red One,(2005 Video Game),"Action, Adventure, War",7.4
WWE SmackDown! Here Comes the Pain,(2003 Video Game),"Action, Sport",8.5
Sea of Thieves,(2018 Video Game),"Action, Adventure, Fantasy",6.7
GoldenEye 007,(2010 Video Game),"Action, Adventure, Thriller",7.3
Harry Potter: Hogwarts Mystery,(2018 Video Game),"Action, Adventure, Family",6.1
The Division 2,(2019 Video Game),"Action, Sci-Fi, Thriller",7.7
Prince of Persia: The Sands of Time,(I) (2003 Video Game),"Action, Adventure, Fantasy",8.5
God of War: Chains of Olympus,(2008 Video Game),"Action, Adventure, Fantasy",8.3
Fahrenheit,(2005 Video Game),"Action, Crime, Fantasy",8.3
Team Fortress 2,(2007 Video Game),"Action, Comedy, Sci-Fi",8.2
Zeruda musou: Yakusai no mokushiroku,(2020 Video Game),"Action, Adventure, Fantasy",8.0
Stargate SG-1: Unleashed,(2013 Video Game),"Action, Sci-Fi",8.1
Xexex,(1991 Video Game),"Action, Sci-Fi",6.7
Diablo Immortal,(2022 Video Game),"Action, Adventure, Fantasy",3.0
Lego Batman 3: Beyond Gotham,(2014 Video Game),"Animation, Action, Adventure",7.5
Lost Judgment,(2021 Video Game),"Action, Comedy, Crime",8.5
Spyro Reignited Trilogy,(2018 Video Game),"Animation, Action, Adventure",8.5
Warframe,(2013 Video Game),"Action, Adventure, Fantasy",7.3
Batman: Return to Arkham,(2016 Video Game),"Action, Adventure, Crime",9.2
NieR Replicant: ver.1.22474487139...,(2021 Video Game),"Action, Adventure, Drama",8.6
Grand Theft Auto,(1997 Video Game),"Action, Crime",7.8
Splinter Cell: Blacklist,(2013 Video Game),"Action, Adventure, Thriller",8.2
Uncharted: Legacy of Thieves Collection,(2022 Video Game),"Action, Adventure, Drama",9.3
PlayerUnknown's Battlegrounds,(2017 Video Game),"Action, Thriller, War",6.4
James Bond: World of Espionage,(2015 Video Game),Action,6.2
Stranglehold,(2007 Video Game),"Action, Crime, Thriller",7.9
Plants vs. Zombies,(2009 Video Game),"Action, Comedy, Family",7.9
Sonic the Hedgehog,(I) (1991 Video Game),"Action, Adventure, Family",8.1
Resident Evil: Code: Veronica,(2000 Video Game),"Action, Adventure, Horror",8.1
Wing Commander: Prophecy,(1997 Video Game),"Action, Adventure, Sci-Fi",8.0
True Crime: New York City,(2005 Video Game),"Action, Crime, Mystery",7.0
Kuraishisu koa: Fainaru fantajî VII,(2007 Video Game),"Action, Adventure, Drama",8.5
Metal Gear Solid V: Ground Zeroes,(2014 Video Game),"Action, Adventure, Drama",7.6
Wo Long: Fallen Dynasty,(2023 Video Game),"Action, Adventure, Fantasy",6.5
Need for Speed: Underground 2,(2004 Video Game),"Action, Adventure, Family",8.1
Biohazard 3: Last Escape,(1999 Video Game),"Action, Horror, Sci-Fi",8.6
Mobile Legends: Bang Bang,(2016 Video Game),"Action, Adventure, Fantasy",6.3
Dead Rising,(2006 Video Game),"Action, Horror, Mystery",7.9
Dead Space 3,(2013 Video Game),"Action, Adventure, Horror",7.6
ARK: Genesis - Part 2,(2021 Video Game),"Action, Adventure, Comedy",3.1
Fainaru fantajî IX,(2000 Video Game),"Action, Adventure, Fantasy",8.8
Adventure at the Center of the Earth,(2008 Video Game),"Action, Adventure, Fantasy",6.2
Metal Gear Rising: Revengeance,(2013 Video Game),"Action, Adventure, Sci-Fi",7.8
Metro: Last Light,(2013 Video Game),"Action, Adventure, Horror",8.2
Indiana Jones and the Fate of Atlantis,(1992 Video Game),"Action, Adventure, Fantasy",9.0
Mortal Kombat II,(1993 Video Game),"Action, Fantasy",8.2
Terminator: Resistance,(2019 Video Game),"Action, Sci-Fi",7.2
Mortal Kombat vs. DC Universe,(2008 Video Game),"Action, Adventure, Fantasy",6.6
Def Jam: Fight for NY,(2004 Video Game),"Action, Crime, Thriller",8.4
Persona 3 Reload,(2024 Video Game),"Action, Adventure, Drama",
Far Cry 2,(2008 Video Game),"Action, Adventure, Thriller",6.9
King Kong: The Official Game of the Movie,(2005 Video Game),"Action, Adventure, Fantasy",7.4
Call of Duty: Advanced Warfare - Exo Zombies,(2015 Video Game),Action,6.7
Asura's Wrath,(2012 Video Game),"Action, Adventure, Fantasy",7.7
Gears of War 4,(2016 Video Game),"Action, Sci-Fi, War",7.8
Need for Speed: Undercover,(2008 Video Game),"Action, Adventure, Crime",6.9
Fable,(Video Game),"Action, Adventure, Fantasy",
Pirates of the Caribbean: The Legend of Jack Sparrow,(2006 Video Game),"Action, Adventure, Fantasy",7.8
Pizza Tower,(2023 Video Game),"Action, Adventure, Comedy",9.0
Harry Potter and the Order of the Phoenix,(2007 Video Game),"Action, Adventure, Fantasy",7.4
XCOM 2: War of the Chosen,(2017 Video Game),"Action, Sci-Fi, Thriller",8.8
Evil West,(2022 Video Game),"Action, Adventure, Fantasy",7.3
God Hand,(2006 Video Game),"Action, Adventure, Comedy",8.1
Terminator 3: War of the Machines,(2003 Video Game),Action,6.2
Ultimate Spider-Man,(2005 Video Game),"Action, Adventure, Crime",7.8
Donkey Kong,(1981 Video Game),Action,7.4
Thief,(2014 Video Game),"Action, Adventure, Crime",6.7
Geometry Dash,(2013 Video Game),"Action, Adventure, Family",7.5
Persona 3,(2006 Video Game),"Action, Adventure, Drama",8.9
"Warhammer 40,000: Space Marine",(2011 Video Game),"Action, Fantasy, Sci-Fi",7.3
Chrono Trigger,(1995 Video Game),"Action, Adventure, Fantasy",9.5
Zeruda no densetsu: Mujura no kamen,(2000 Video Game),"Action, Adventure, Family",9.0
Black Ops 4: Dead of the Night,(2018 Video Game),Action,6.7
Sonikku adobenchâ,(1998 Video Game),"Action, Adventure, Fantasy",7.7
DayZ,(2013 Video Game),"Action, Adventure, Horror",5.0
Titanic: Honor and Glory,(2015 Video Game),"Action, Adventure, History",
Wiedzmin 3: Dziki Gon - Serca z kamienia,(2015 Video Game),"Action, Adventure, Drama",9.5
Dragon's Dogma,(2012 Video Game),"Action, Adventure, Fantasy",7.7
Sonic the Hedgehog 3,(1994 Video Game),"Action, Adventure, Family",8.3
World of Warcraft: Shadowlands,(2020 Video Game),"Action, Adventure, Fantasy",6.5
Fallout 2: A Post-Nuclear Role-Playing Game,(1998 Video Game),"Action, Adventure, Sci-Fi",9.5
The Getaway,(2002 Video Game),"Action, Crime, Drama",7.9
Prince of Persia: The Two Thrones,(2005 Video Game),"Action, Adventure, Fantasy",8.5
Total War: Warhammer III,(2022 Video Game),"Action, Fantasy",7.9
Tekken 3,(1997 Video Game),"Action, Fantasy, Sci-Fi",8.4
Back 4 Blood,(2021 Video Game),"Action, Adventure, Horror",6.1
Brawl Stars,(2017 Video Game),"Action, Family",6.9
Call of Duty 3,(2006 Video Game),"Action, Adventure, War",7.1
Rumble Roses XX,(2006 Video Game),"Action, Sport",6.9
Darksiders,(2010 Video Game),"Action, Adventure, Fantasy",7.8
Vampire: The Masquerade - Bloodlines,(2004 Video Game),"Action, Drama, Fantasy",9.1
Kingudamu hâtsu: Bâsu bai surîpu,(2010 Video Game),"Action, Adventure, Family",8.8
Guild Wars 2,(2012 Video Game),"Action, Adventure, Fantasy",8.3
At Dead of Night,(2020 Video Game),"Action, Horror",7.7
Super Mario Sunshine,(2002 Video Game),"Animation, Action, Adventure",8.1
The Incredibles,(2004 Video Game),"Animation, Action, Adventure",7.4
Choutantei jikenbo reinkôto,(2023 Video Game),"Action, Fantasy, Mystery",
Iron Man,(2008 Video Game),"Action, Adventure, Sci-Fi",6.8
Kyasarin,(2011 Video Game),"Action, Adventure, Comedy",8.0
Raitoningu ritânzu: Fainaru fantajî XIII,(2013 Video Game),"Action, Adventure, Drama",6.7
Guilty Gear: Strive,(2021 Video Game),"Action, Fantasy, Sci-Fi",7.4
Doom 3,(2004 Video Game),"Action, Horror, Sci-Fi",7.8
Hitman: Blood Money,(2006 Video Game),"Action, Crime, Mystery",8.8
Devil May Cry 4,(2008 Video Game),"Action, Adventure, Fantasy",7.9
Ratchet & Clank,(2002 Video Game),"Action, Adventure, Comedy",8.4
StarCraft II: Wings of Liberty,(2010 Video Game),"Action, Adventure, Sci-Fi",8.8
Battlefield 3,(2011 Video Game),"Action, Adventure, War",8.1
Zeruda no densetsu: Kamigami no toraifôsu,(1991 Video Game),"Action, Adventure, Fantasy",9.3
Destroy All Humans!,(2005 Video Game),"Action, Adventure, Comedy",7.7
Indiana Jones and the Infernal Machine,(1999 Video Game),"Action, Adventure, Fantasy",7.7
Sunset Overdrive,(2014 Video Game),"Action, Adventure, Comedy",7.9
Garry's Mod,(2004 Video Game),"Action, Adventure, Sci-Fi",8.1
Skate 3,(2010 Video Game),"Action, Adventure, Sport",8.2
Aliens: Fireteam Elite,(2021 Video Game),"Action, Sci-Fi, Thriller",6.5
Call of the Dead,(2011 Video Game),"Action, Horror, Thriller",8.3
Fainaru fantajî XIII-2,(2011 Video Game),"Action, Adventure, Drama",7.2
Wanda to kyozô,(2005 Video Game),"Action, Adventure, Drama",9.2
Sonic Unleashed,(2008 Video Game),"Animation, Action, Adventure",6.4
Persona 5 Scramble: The Phantom Strikers,(2020 Video Game),"Action, Adventure, Comedy",8.0
Baiohazâdo reberêshonzu 2,(2015 Video Game),"Action, Horror, Mystery",7.5
Duke Nukem 3D,(1996 Video Game),"Action, Adventure, Comedy",8.4
Psychonauts,(2005 Video Game),"Action, Adventure, Comedy",8.6
Avatar: The Game,(2009 Video Game),"Action, Adventure, Fantasy",5.9
The Elder Scrolls III: Morrowind,(2002 Video Game),"Action, Adventure, Fantasy",8.8
Fortnite: Chapter 2,(2019 Video Game),"Action, Adventure, Fantasy",5.0
Counter-Strike: Global Offensive,(2012 Video Game),"Action, Crime",7.7
The Saboteur,(2009 Video Game),"Action, Adventure, Thriller",7.9
Freddy in Space 2,(2019 Video Game),"Action, Adventure, Sci-Fi",6.7
Half-Life: Opposing Force,(1999 Video Game),"Action, Sci-Fi, Thriller",8.1
Mirror's Edge,(2008 Video Game),"Action, Adventure, Sci-Fi",7.6
Kane & Lynch: Dead Men,(2007 Video Game),"Action, Crime, Drama",7.0
Need for Speed: Heat,(2019 Video Game),"Action, Adventure, Crime",7.0
WWE SmackDown! vs. RAW,(2004 Video Game),"Action, Sport",7.4
Splinter Cell,(2002 Video Game),"Action, Adventure, Thriller",8.3
Forgotten Realms: Baldur's Gate II - Shadows of Amn,(2000 Video Game),"Action, Adventure, Fantasy",9.4
Spider-Man Unlimited,(2014 Video Game),"Action, Adventure, Crime",7.3
Prince of Persia: The Forgotten Sands,(I) (2010 Video Game),"Action, Adventure, Fantasy",7.3
Metro 2033,(2010 Video Game),"Action, Adventure, Horror",8.0
Scorn,(2022 Video Game),"Action, Horror, Sci-Fi",6.3
Fainaru fantajî XIV: Shinsei eoruzea,(2012 Video Game),"Action, Adventure, Fantasy",7.8
Billie Bust Up,(Video Game),"Action, Adventure, Musical",
Evil Dead: Regeneration,(2005 Video Game),"Action, Adventure, Horror",8.2
Bayonetta 3,(2022 Video Game),"Action, Adventure, Fantasy",7.9
Wolfenstein: Youngblood,(2019 Video Game),"Action, Adventure, Sci-Fi",5.1
The Division,(2016 Video Game),"Action, Sci-Fi, Thriller",7.3
Lego Indiana Jones: The Original Adventures,(2008 Video Game),"Action, Adventure, Comedy",7.9
Rust,(2013 Video Game),"Action, Adventure, War",5.7
Resident Evil Village: Shadows of Rose,(2022 Video Game),"Action, Adventure, Horror",7.4
Farlight 84,(2021 Video Game),Action,7.2
Grand Theft Auto: The Trilogy - The Definitive Edition,(2021 Video Game),"Action, Adventure, Comedy",4.0
Seaquest DSV,(1994 Video Game),"Action, Adventure, Sci-Fi",7.9
Terraria,(2011 Video Game),"Action, Adventure, Fantasy",7.7
Thor: God of Thunder,(2011 Video Game),"Action, Adventure, Fantasy",6.5
